"Product_ID","Product_Category_1","Product_Category_2","Product_Category_3","Total_Purchase","Num_Purchases"
"P00252742","8","0","0",1001744,116
"P00252842","8","0","0",578979,76
"P00252942","2","5","0",238853,29
"P00253042","8","0","0",1548539,228
"P00253142","1","2","5",2813747,246
"P00253242","5","0","0",748492,121
"P00253342","1","0","0",89251,7
"P00253442","5","8","0",260699,43
"P00253542","8","0","0",1760902,234
"P00253642","11","0","0",43859,10
"P00253742","1","16","0",380324,31
"P00253942","8","0","0",97877,14
"P00254042","8","0","0",121903,18
"P00254142","8","0","0",936594,122
"P00254242","5","11","12",2935928,494
"P00254342","5","11","0",1051595,183
"P00254442","1","2","0",534150,66
"P00254542","8","13","0",303033,45
"P00254642","5","8","0",929401,142
"P00254742","5","0","0",122982,25
"P00254842","5","13","0",473952,90
"P00254942","16","0","0",507459,35
"P00255042","11","0","0",23295,7
"P00255142","8","0","0",105283,20
"P00255242","1","0","0",124968,11
"P00255342","8","0","0",497751,66
"P00255442","8","0","0",64485,10
"P00255542","5","0","0",1308383,223
"P00255642","8","0","0",24311,4
"P00255742","3","4","0",4033578,366
"P00255842","16","0","0",23879853,1312
"P00255942","1","16","0",7660448,538
"P00256042","6","8","16",2189454,146
"P00256142","5","8","0",19451,3
"P00256242","5","8","0",101878,16
"P00256342","5","0","0",64680,12
"P00256442","5","0","0",58369,10
"P00256542","6","13","0",521369,38
"P00256642","5","0","0",2725879,481
"P00256742","8","0","0",575163,99
"P00256842","5","0","0",685206,129
"P00256942","8","0","0",49778,9
"P00257042","5","14","0",241845,36
"P00257142","8","0","0",55788,8
"P00257242","7","0","0",104940,8
"P00257342","8","0","0",15928,3
"P00257442","16","0","0",175430,17
"P00257542","5","0","0",1107102,174
"P00257642","5","11","0",218786,39
"P00257742","11","0","0",147965,28
"P00257842","11","0","0",279478,55
"P00257942","11","0","0",9069,3
"P00258042","11","0","0",166462,34
"P00258142","11","0","0",49363,11
"P00258242","5","0","0",121036,28
"P00258342","11","0","0",288377,65
"P00258442","5","0","0",1661251,226
"P00258542","11","0","0",444074,94
"P00258642","11","0","0",120008,26
"P00258742","5","0","0",6456677,922
"P00258842","5","0","0",1531785,292
"P00258942","5","11","0",632944,133
"P00259042","5","0","0",1001312,198
"P00259142","5","0","0",1943374,285
"P00259242","5","0","0",648391,121
"P00259342","5","9","0",5421640,803
"P00259442","5","0","0",307855,89
"P00259542","5","0","0",160202,53
"P00259642","3","4","0",92429,11
"P00259742","8","14","0",322920,45
"P00259842","1","14","16",1962048,159
"P00259942","16","0","0",2710955,195
"P00260042","5","8","0",5317238,718
"P00260142","5","14","0",1168149,226
"P00260242","5","16","0",390282,83
"P00260342","1","15","0",314154,46
"P00260442","1","15","0",1856352,184
"P00260542","5","0","0",61090,13
"P00260642","3","13","0",279351,25
"P00260742","5","0","0",7185,1
"P00260842","1","16","0",241620,20
"P00260942","7","0","0",231487,15
"P00261042","11","0","0",12134,3
"P00261142","1","17","0",1434143,142
"P00261242","1","17","0",512420,72
"P00261342","1","17","0",423088,60
"P00261442","1","17","0",189926,31
"P00261542","16","0","0",2756072,164
"P00261642","8","0","0",232574,31
"P00261742","2","8","0",13434,2
"P00261842","2","14","0",1331216,136
"P00261942","1","8","0",15402,2
"P00262042","7","0","0",99980,6
"P00262142","8","0","0",9961,2
"P00262242","1","11","16",4971025,401
"P00262342","15","16","0",1910044,184
"P00262442","4","5","0",115167,72
"P00262542","5","8","0",440483,84
"P00262642","8","0","0",51670,8
"P00262742","8","0","0",11882,2
"P00262842","14","17","0",18411,2
"P00262942","5","14","0",61620,9
"P00263042","1","16","0",375173,34
"P00263142","5","0","0",509872,89
"P00263242","5","14","0",82415,13
"P00263342","8","0","0",42073,5
"P00263442","16","0","0",2491080,205
"P00263542","16","0","0",4120924,276
"P00263642","6","8","0",359259,25
"P00263742","5","14","0",74137,11
"P00263842","8","13","0",259261,39
"P00264042","4","0","0",182768,77
"P00264142","8","0","0",97640,13
"P00264242","8","0","0",141228,18
"P00264342","5","8","0",35672,7
"P00264442","8","16","0",16192,2
"P00264542","2","15","16",573391,76
"P00264642","8","0","0",558126,74
"P00264742","11","0","0",60941,14
"P00264842","11","0","0",12778,4
"P00264942","11","0","0",27913,7
"P00265042","16","0","0",492637,39
"P00265142","3","12","0",2124455,213
"P00265242","5","8","0",13664917,1815
"P00265342","7","0","0",2257643,127
"P00265442","5","0","0",395461,70
"P00265542","5","8","0",1112632,194
"P00265642","8","0","0",256271,48
"P00265742","5","12","0",1745207,252
"P00265842","5","0","0",76712,16
"P00265942","5","0","0",77349,14
"P00266042","8","0","0",786731,109
"P00266142","5","11","0",956840,158
"P00266242","11","0","0",118330,34
"P00266342","8","0","0",15973,3
"P00266442","5","0","0",632905,101
"P00266542","2","16","0",5053333,394
"P00266642","1","8","9",6056931,415
"P00266742","8","13","14",56306,10
"P00266842","5","0","0",204942,35
"P00266942","8","13","14",1066131,162
"P00267042","3","4","0",173159,24
"P00267142","8","12","0",592460,100
"P00267242","11","0","0",74310,21
"P00267342","1","2","5",1158086,87
"P00267442","1","2","5",407294,32
"P00267542","1","16","0",5159199,413
"P00267642","8","0","0",367155,65
"P00267742","5","0","0",847011,139
"P00267842","5","14","0",93999,22
"P00267942","8","14","0",221202,34
"P00268042","4","5","0",21372,14
"P00268142","8","0","0",14120,3
"P00268242","5","14","0",297197,61
"P00268342","5","0","0",888572,147
"P00268442","8","17","0",4136816,545
"P00268542","5","0","0",541920,90
"P00268642","1","8","0",68132,7
"P00268742","1","8","0",267879,26
"P00268842","8","14","0",101984,21
"P00269042","18","0","0",34052,14
"P00269142","5","17","0",72160,12
"P00269242","11","13","0",209500,49
"P00269342","2","3","4",792063,68
"P00269442","11","15","0",346946,86
"P00269542","11","15","0",836124,171
"P00269642","11","16","0",348286,94
"P00269742","11","16","0",156178,48
"P00269842","8","0","0",47473,6
"P00269942","1","2","0",642588,36
"P00270042","8","14","0",636154,135
"P00270142","5","0","0",477362,117
"P00270242","8","0","0",3693901,463
"P00270442","8","0","0",22090,4
"P00270542","1","6","8",3441558,245
"P00270642","5","0","0",66680,11
"P00270742","5","8","0",27199,7
"P00270842","5","0","0",2851062,449
"P00270942","1","2","15",15753048,1099
"P00271042","6","16","0",4619442,279
"P00271142","5","0","0",5454105,756
"P00271242","8","14","0",1523252,193
"P00271342","8","14","0",428202,53
"P00271442","18","0","0",569079,192
"P00271542","18","0","0",369081,128
"P00271642","5","0","0",39106,7
"P00271742","1","5","0",1006496,64
"P00271842","8","0","0",206750,27
"P00271942","5","8","0",1319228,228
"P00272042","8","14","0",472931,58
"P00272142","8","0","0",287210,43
"P00272242","8","0","0",737436,107
"P00272342","7","0","0",37889,2
"P00272442","8","0","0",13873,2
"P00272542","8","0","0",486871,63
"P00272642","8","0","0",33626,5
"P00272742","12","0","0",2820,2
"P00272842","5","14","0",571878,77
"P00272942","5","0","0",539059,77
"P00273042","5","0","0",383977,53
"P00273142","8","0","0",163407,22
"P00273242","8","16","0",193735,27
"P00273342","10","0","0",1117388,58
"P00273442","12","14","17",193652,152
"P00273542","8","14","0",1255995,202
"P00273642","8","14","0",620913,83
"P00273742","1","17","0",5827912,373
"P00273842","13","0","0",9039,17
"P00273942","5","12","0",1118329,169
"P00274042","1","0","0",7058083,456
"P00274142","1","0","0",5865752,390
"P00274242","1","0","0",5276435,346
"P00274342","2","8","14",1434202,184
"P00274442","1","18","0",4268962,273
"P00274542","6","16","0",1650868,110
"P00274642","4","5","0",320766,189
"P00274742","8","0","0",6449,2
"P00274842","1","6","16",883444,72
"P00274942","8","0","0",6097739,759
"P00275042","8","0","0",7762,1
"P00275142","5","8","0",796396,161
"P00275242","5","14","0",38586,7
"P00275342","6","8","0",143322,9
"P00275442","8","0","0",55498,7
"P00275542","1","0","0",308466,36
"P00275642","8","0","0",1738466,219
"P00275742","8","16","0",463902,63
"P00275842","2","9","15",6527017,538
"P00275942","8","14","0",259415,34
"P00276042","2","8","0",625603,49
"P00276142","12","0","0",224020,165
"P00276242","8","17","0",226687,29
"P00276342","5","0","0",1834324,255
"P00276442","11","16","0",97811,33
"P00276542","8","0","0",348947,58
"P00276642","8","11","0",1752935,292
"P00276742","5","8","0",117064,22
"P00276842","5","14","0",282917,58
"P00276942","8","0","0",108506,23
"P00277042","7","0","0",99281,7
"P00277142","11","16","0",69417,21
"P00277242","16","0","0",581693,36
"P00277342","7","0","0",116463,7
"P00277442","1","6","15",8478655,626
"P00277542","1","6","15",2436613,265
"P00277642","2","3","10",11302163,945
"P00277742","8","0","0",443214,62
"P00277842","1","0","0",2838160,210
"P00277942","1","0","0",2443388,191
"P00278042","1","0","0",2912555,206
"P00278142","11","16","0",46056,12
"P00278242","1","0","0",3291811,228
"P00278342","8","0","0",37968,5
"P00278442","11","0","0",642443,172
"P00278542","8","0","0",484453,71
"P00278642","5","0","0",8620506,1189
"P00278742","14","0","0",79320,6
"P00278842","5","0","0",12225,2
"P00278942","1","2","3",2717742,168
"P00279142","7","0","0",367620,22
"P00279242","5","8","0",28397,5
"P00279342","5","14","0",598382,136
"P00279442","16","0","0",4834099,342
"P00279542","8","0","0",3735822,464
"P00279642","7","0","0",2459709,144
"P00279742","16","0","0",335387,21
"P00279842","8","0","0",161788,22
"P00279942","8","0","0",548901,75
"P00280042","5","0","0",23145,5
"P00280142","5","11","0",189291,38
"P00280242","5","0","0",178721,34
"P00280342","16","0","0",1075983,75
"P00280442","11","0","0",1047192,217
"P00280542","11","0","0",217440,55
"P00280642","11","0","0",719760,138
"P00280742","6","8","0",3416403,210
"P00280842","1","8","0",3617586,268
"P00280942","11","0","0",74027,16
"P00281042","5","0","0",879474,115
"P00281142","11","15","0",325028,85
"P00281242","18","0","0",15492,7
"P00281342","11","0","0",5028,3
"P00281442","11","0","0",6451,4
"P00281542","5","0","0",511365,75
"P00281642","1","8","0",1274813,97
"P00281742","5","8","18",863091,108
"P00281842","5","0","0",102574,28
"P00281942","15","0","0",1783842,119
"P00282042","5","15","0",2738557,469
"P00282142","3","4","0",1726964,170
"P00282242","5","8","17",1518770,209
"P00282342","2","0","0",1023942,95
"P00282442","5","8","18",2211887,312
"P00282542","8","0","0",348597,42
"P00282642","5","0","0",3083116,455
"P00282742","5","0","0",952561,159
"P00282842","5","0","0",108305,35
"P00282942","5","0","0",97718,36
"P00283042","5","0","0",46172,16
"P00283142","13","14","16",211609,289
"P00283242","5","8","0",352235,64
"P00283342","5","14","0",318196,51
"P00283442","8","0","0",89415,12
"P00283542","5","0","0",178327,45
"P00283642","5","17","0",81389,14
"P00283742","8","0","0",35955,6
"P00283842","8","0","0",489159,85
"P00283942","5","0","0",3312643,512
"P00284042","8","17","0",1063691,176
"P00284142","3","4","0",390880,76
"P00284242","16","0","0",622815,44
"P00284342","16","0","0",62477,4
"P00284542","11","15","0",28833,7
"P00284642","5","8","0",1928663,290
"P00284742","5","12","0",1029520,152
"P00284842","1","8","17",3050945,196
"P00284942","16","0","0",963871,80
"P00285042","16","0","0",269412,28
"P00285142","8","0","0",7883,1
"P00285242","17","0","0",994691,101
"P00285342","5","8","0",1254489,184
"P00285442","8","0","0",1497965,194
"P00285542","8","0","0",187264,26
"P00285642","2","5","15",3598918,325
"P00285742","8","0","0",1164971,157
"P00285842","5","0","0",3350325,505
"P00285942","8","14","0",115219,17
"P00286042","18","0","0",363085,123
"P00286142","16","0","0",571440,35
"P00286242","5","0","0",250819,39
"P00286342","7","0","0",937880,52
"P00286442","8","0","0",588018,83
"P00286542","8","0","0",517843,68
"P00286642","11","14","0",2804508,535
"P00286742","1","16","0",5833943,442
"P00286842","5","8","0",1528261,210
"P00286942","7","0","0",29518,2
"P00287042","11","0","0",1739,1
"P00287142","5","0","0",292009,47
"P00287242","5","0","0",1579432,256
"P00287342","5","0","0",1413077,199
"P00287442","8","0","0",1023309,119
"P00287542","8","0","0",801812,95
"P00287642","8","17","0",560165,67
"P00287742","8","0","0",81841,10
"P00287842","8","18","0",793414,108
"P00287942","8","14","0",387509,51
"P00288042","8","0","0",2240476,274
"P00288142","5","0","0",278364,40
"P00288242","5","14","0",849248,118
"P00288342","8","0","0",2167856,285
"P00288442","5","14","0",778369,136
"P00288542","8","0","0",2330023,307
"P00288642","16","0","0",6613844,433
"P00288742","16","0","0",1919413,125
"P00288842","8","14","0",202078,32
"P00288942","1","2","5",5901916,397
"P00289042","8","0","0",2670940,358
"P00289142","8","14","0",93124,15
"P00289242","1","8","0",6266487,466
"P00289342","5","8","14",3215441,504
"P00289442","8","0","0",222143,35
"P00289542","8","0","0",100884,16
"P00289642","8","0","0",706339,95
"P00289742","8","0","0",287492,43
"P00289842","1","16","0",3130572,299
"P00289942","3","4","5",9348947,816
"P00290042","8","0","0",322774,52
"P00290142","8","0","0",34284,6
"P00290242","8","14","17",262676,41
"P00290342","8","0","0",208898,30
"P00290442","11","0","0",7761,3
"P00290542","5","0","0",333874,62
"P00290642","10","0","0",157023,9
"P00290742","8","14","18",117448,18
"P00290842","5","0","0",3753,2
"P00290942","5","8","0",89383,16
"P00291042","8","0","0",653711,93
"P00291142","8","0","0",8037,1
"P00291242","8","0","0",170575,25
"P00291342","8","0","0",150633,22
"P00291442","5","8","0",1033661,157
"P00291542","5","0","0",297253,69
"P00291642","5","0","0",5433,1
"P00291742","5","0","0",79650,13
"P00291842","5","0","0",109597,17
"P00291942","8","17","0",836335,96
"P00292042","8","0","0",732983,94
"P00292142","7","0","0",16609,1
"P00292242","1","17","0",127769,9
"P00292342","8","0","0",235739,37
"P00292442","1","2","0",66477,5
"P00292542","5","0","0",33523,5
"P00292642","8","0","0",198670,32
"P00292742","7","12","0",1026388,74
"P00292842","8","17","0",129856,16
"P00292942","5","14","0",125251,21
"P00293042","8","0","0",934080,140
"P00293142","5","0","0",834595,169
"P00293242","8","16","0",5220195,639
"P00293342","8","0","0",2923451,376
"P00293442","13","0","0",1914,4
"P00293542","8","0","0",240783,32
"P00293742","8","0","0",1400321,179
"P00293842","1","2","9",1934723,138
"P00293942","8","17","0",26035,4
"P00294042","8","14","0",1119603,162
"P00294142","5","8","15",1031898,204
"P00294242","4","5","0",590524,270
"P00294342","8","0","0",93377,14
"P00294442","3","4","12",2317426,225
"P00294542","8","0","0",4493791,586
"P00294642","8","0","0",51982,8
"P00294742","5","8","0",52123,12
"P00294842","8","0","0",1066546,148
"P00295042","1","8","0",284989,30
"P00295142","2","0","0",17444,4
"P00295242","8","0","0",687867,95
"P00295342","2","8","0",3174431,262
"P00295442","8","0","0",974954,138
"P00295542","8","0","0",123317,16
"P00295642","2","0","0",15966,1
"P00295742","8","0","0",1635160,252
"P00295842","5","8","0",2821173,463
"P00295942","2","5","15",11576811,943
"P00296042","8","13","16",4865836,698
"P00296142","5","0","0",386326,85
"P00296242","8","0","0",2100865,276
"P00296342","8","0","0",704716,106
"P00296442","5","8","0",148001,37
"P00296542","8","0","0",675951,92
"P00296642","7","0","0",945401,58
"P00296742","8","0","0",233615,31
"P00296842","1","5","6",27909,2
"P00296942","8","0","0",1308297,198
"P00297042","8","0","0",1542915,221
"P00297142","8","0","0",13927,2
"P00297242","7","0","0",390101,25
"P00297342","5","0","0",1043721,164
"P00297442","2","15","0",610980,87
"P00297542","8","0","0",117284,14
"P00297642","8","0","0",771064,119
"P00297742","8","17","0",1565576,187
"P00297842","1","0","0",1564329,122
"P00297942","8","0","0",1407593,176
"P00298042","5","12","14",194820,34
"P00298142","5","8","0",639480,93
"P00298242","8","0","0",1457411,183
"P00298342","8","0","0",2233,1
"P00298442","16","0","0",4096778,272
"P00298542","16","0","0",1583545,105
"P00298742","14","0","0",791179,64
"P00298842","2","0","0",13260,1
"P00298942","1","5","0",1505651,138
"P00299042","8","0","0",2183,1
"P00299142","5","0","0",2994474,444
"P00299242","8","0","0",242592,34
"P00299342","8","0","0",6040,1
"P00299442","3","4","0",1158489,121
"P00299542","8","0","0",346756,52
"P00299642","8","0","0",38219,7
"P00299742","11","0","0",5966,1
"P00299842","8","0","0",317092,48
"P00299942","8","0","0",91941,16
"P00300042","16","0","0",3290107,238
"P00300242","8","0","0",91340,13
"P00300342","8","0","0",116886,14
"P00300442","8","0","0",91558,14
"P00300542","8","0","0",279723,35
"P00300642","5","14","0",296479,60
"P00300742","5","0","0",1958,1
"P00300942","16","0","0",613544,40
"P00301042","5","0","0",19042,3
"P00301142","5","0","0",17586,2
"P00301242","5","0","0",194926,39
"P00301342","18","0","0",5429,2
"P00301442","7","0","0",4249,1
"P00301542","16","0","0",1434862,153
"P00301642","5","0","0",73721,18
"P00301742","5","0","0",91984,17
"P00301842","5","0","0",166829,25
"P00301942","5","0","0",7147,1
"P00302042","5","0","0",687812,156
"P00302142","5","14","0",1101054,165
"P00302242","8","0","0",27687,3
"P00302342","8","0","0",1950810,248
"P00302442","5","6","0",1998549,365
"P00302542","5","0","0",468612,104
"P00302642","16","0","0",2235097,170
"P00302742","8","0","0",1271469,188
"P00302842","8","13","0",927205,135
"P00302942","8","0","0",1996316,272
"P00303042","5","0","0",3652422,579
"P00303142","5","0","0",1212960,232
"P00303242","5","8","0",3765738,581
"P00303342","1","16","0",8146478,561
"P00303442","1","8","14",3874485,345
"P00303542","5","0","0",925523,192
"P00303642","8","14","0",1385272,207
"P00303742","8","0","0",1927811,256
"P00303842","5","8","14",1416743,229
"P00303942","8","13","0",428485,74
"P00304042","5","0","0",1922092,347
"P00304142","5","11","0",1419350,259
"P00304242","1","6","0",2610754,165
"P00304342","1","5","6",1022709,72
"P00304442","1","16","0",3664683,251
"P00304542","1","5","0",648265,94
"P00304642","2","14","15",2482875,236
"P00304742","8","0","0",702411,108
"P00304842","8","0","0",1361460,177
"P00304942","6","8","0",1163347,86
"P00305042","11","13","16",1276593,312
"P00305142","1","0","0",3018211,249
"P00305242","1","5","0",645774,49
"P00305342","5","0","0",97400,20
"P00305442","8","0","0",7943,1
"P00305542","11","0","0",7478,1
"P00305642","7","0","0",497922,29
"P00305742","5","0","0",29695,5
"P00305842","1","0","0",81948,6
"P00305942","5","14","0",152035,25
"P00306042","2","8","0",1848985,210
"P00306142","5","0","0",275764,71
"P00306242","3","4","0",486388,64
"P00306342","8","0","0",16096,3
"P00306442","8","0","0",230531,31
"P00306542","5","0","0",5197,1
"P00306742","10","0","0",75775,4
"P00306942","11","0","0",6004,1
"P00307042","8","0","0",8143,1
"P00307142","8","0","0",811797,109
"P00307242","7","0","0",8398,1
"P00307342","8","0","0",2214499,323
"P00307442","5","8","0",353177,89
"P00307542","1","15","0",3611709,284
"P00307642","5","6","0",1930021,321
"P00307742","5","0","0",146876,25
"P00307842","7","0","0",54123,4
"P00307942","6","8","0",390416,27
"P00308042","10","11","0",19206,1
"P00308142","5","0","0",86535,13
"P00308242","5","8","14",1095605,145
"P00308342","5","8","0",812909,143
"P00308442","5","0","0",89791,13
"P00308542","1","0","0",277280,20
"P00308642","18","0","0",36833,14
"P00308842","5","0","0",46537,12
"P00308942","1","8","0",39547,3
"P00309042","12","0","0",726,1
"P00309142","1","16","0",1677599,154
"P00309242","5","8","0",1857345,268
"P00309342","16","0","0",347754,25
"P00309442","8","0","0",119215,18
"P00309542","5","14","0",147935,25
"P00309642","5","0","0",3515,1
"P00309742","5","0","0",13922,3
"P00309942","5","0","0",513435,103
"P00310042","5","8","0",344507,80
"P00310142","5","15","0",476480,94
"P00310242","7","0","0",1106849,72
"P00310342","6","8","0",2719283,175
"P00310442","8","0","0",107752,14
"P00310542","8","0","0",433943,58
"P00310642","8","0","0",90395,19
"P00310742","8","0","0",52031,8
"P00310842","6","8","10",3814611,228
"P00310942","6","8","0",49412,4
"P00311042","8","0","0",11852,2
"P00311242","7","0","0",294263,15
"P00311342","17","0","0",214567,21
"P00311442","11","15","0",172249,40
"P00311542","5","0","0",659083,93
"P00311642","8","17","0",837178,109
"P00311742","5","8","14",87960,21
"P00311842","11","0","0",41231,9
"P00311942","2","4","0",179676,17
"P00312042","11","0","0",10902,3
"P00312142","8","0","0",825215,105
"P00312242","5","0","0",86682,14
"P00312342","8","0","0",594001,77
"P00312442","11","0","0",55803,11
"P00312542","8","0","0",6080,1
"P00312742","15","0","0",4825834,432
"P00312842","16","0","0",1694854,143
"P00312942","8","14","0",395496,53
"P00313042","5","14","0",1527101,241
"P00313142","8","0","0",2118585,262
"P00313242","8","0","0",2453479,314
"P00313342","5","0","0",3855818,574
"P00313442","5","6","8",2738749,395
"P00313542","5","8","0",3519367,499
"P00313642","6","10","0",1315924,82
"P00313742","18","0","0",367259,118
"P00313842","1","2","17",1993210,134
"P00313942","17","0","0",203161,23
"P00314042","14","18","0",456196,32
"P00314142","8","16","0",240858,35
"P00314242","8","0","0",221223,31
"P00314342","1","17","0",346501,24
"P00314542","8","0","0",52279,9
"P00314642","15","0","0",462604,33
"P00314742","14","0","0",4194,1
"P00314842","8","17","0",6093,1
"P00314942","8","0","0",12183,2
"P00315042","8","0","0",379697,49
"P00315142","10","0","0",18468,1
"P00315242","5","8","0",7062,1
"P00315442","1","0","0",1938272,133
"P00315542","5","0","0",351776,77
"P00315642","8","13","0",2892737,386
"P00315742","5","0","0",393965,85
"P00315842","5","0","0",791058,162
"P00315942","1","2","0",218493,20
"P00316042","2","0","0",63858,11
"P00316142","5","0","0",189969,50
"P00316242","5","0","0",328574,97
"P00316342","5","9","0",93076,22
"P00316442","5","14","0",521364,108
"P00316542","5","0","0",136193,26
"P00316642","4","5","0",1093444,400
"P00316742","4","5","0",500785,192
"P00316842","4","5","0",416690,173
"P00316942","4","5","0",90172,43
"P00317042","3","4","0",85503,13
"P00317142","2","15","0",400244,59
"P00317242","8","0","0",90509,13
"P00317342","8","16","0",124522,22
"P00317442","1","8","0",1696174,121
"P00317542","1","8","0",912959,62
"P00317642","1","2","17",853818,58
"P00317742","5","8","0",3670,2
"P00317842","8","0","0",5564244,727
"P00317942","8","16","0",1400109,219
"P00318042","5","8","0",28051,4
"P00318142","2","0","0",911154,82
"P00318342","14","0","0",321625,27
"P00318442","8","0","0",72333,10
"P00318542","8","0","0",245137,31
"P00318642","2","5","15",347747,30
"P00318742","1","8","0",10506313,732
"P00318842","5","6","0",19312,3
"P00318942","8","16","0",788634,107
"P00319042","5","0","0",4429207,619
"P00319142","5","14","0",732228,124
"P00319242","8","0","0",220836,38
"P00319342","5","8","0",2833707,414
"P00319442","8","0","0",252690,39
"P00319542","8","14","0",672033,107
"P00319642","6","0","0",542332,40
"P00319742","8","0","0",190303,32
"P00319842","3","5","0",1694372,145
"P00319942","1","8","0",1517417,119
"P00320042","1","8","0",484539,42
"P00320142","1","8","0",289260,36
"P00320242","1","8","0",189197,21
"P00320342","1","8","0",192192,21
"P00320442","6","10","0",4484853,253
"P00320542","8","14","0",357947,65
"P00320642","8","0","0",38139,7
"P00320742","1","4","9",2768600,267
"P00320842","1","4","9",1047715,126
"P00320942","1","4","9",871158,110
"P00321042","1","17","0",3221789,251
"P00321142","1","0","0",209104,23
"P00321242","1","8","16",42890,3
"P00321342","1","0","0",1395956,112
"P00321442","13","16","0",44346,73
"P00321542","5","0","0",113735,21
"P00321642","8","0","0",275107,36
"P00321742","5","8","17",3607848,555
"P00321842","8","0","0",111914,20
"P00321942","5","0","0",2593820,429
"P00322042","5","8","0",1255653,186
"P00322142","1","14","0",2089994,172
"P00322242","8","14","0",250221,49
"P00322342","5","14","0",115721,21
"P00322442","8","0","0",212890,28
"P00322542","8","0","0",432564,70
"P00322742","8","11","0",181240,34
"P00322942","2","8","16",2196807,187
"P00323042","5","0","0",1131116,151
"P00323142","5","0","0",12714,4
"P00323242","15","16","0",110813,9
"P00323342","8","0","0",56368,10
"P00323442","5","9","0",641503,102
"P00323542","8","18","0",1163492,145
"P00323642","8","0","0",1950325,232
"P00323742","8","0","0",1160062,137
"P00323842","2","8","0",624605,45
"P00323942","8","15","0",6197922,768
"P00324042","11","0","0",7821,3
"P00324142","5","0","0",69114,11
"P00324242","15","16","0",123307,9
"P00324342","8","14","0",625941,79
"P00324442","11","13","16",1850374,345
"P00324542","5","8","0",766212,144
"P00324642","8","0","0",959826,145
"P00324742","2","9","14",3616123,300
"P00324842","8","0","0",555562,75
"P00324942","5","0","0",5191040,760
"P00325042","8","0","0",10249,2
"P00325142","3","4","0",726788,86
"P00325242","16","0","0",1835992,164
"P00325342","11","0","0",1656,1
"P00325442","15","0","0",90649,7
"P00325542","18","0","0",93292,34
"P00325642","11","15","0",46429,14
"P00325742","2","9","0",3721967,372
"P00325842","11","0","0",34717,9
"P00325942","5","0","0",179365,33
"P00326042","2","0","0",98953,9
"P00326242","2","18","0",2087657,171
"P00326342","5","8","0",15630,3
"P00326442","8","0","0",140436,22
"P00326542","5","0","0",242325,46
"P00326642","8","0","0",1209417,153
"P00326742","11","0","0",2864160,493
"P00326842","5","8","0",450967,95
"P00326942","5","14","0",943769,146
"P00327042","8","0","0",316420,47
"P00327142","8","15","0",508047,77
"P00327242","5","8","0",2554910,362
"P00327342","16","0","0",2789938,174
"P00327442","5","8","0",602872,102
"P00327542","5","0","0",1316445,190
"P00327642","18","0","0",604938,194
"P00327742","8","0","0",263668,45
"P00327842","8","16","0",3064833,409
"P00327942","5","0","0",156683,33
"P00328042","8","14","0",1792311,243
"P00328142","8","16","0",1393581,213
"P00328242","8","0","0",184953,30
"P00328342","5","0","0",625065,108
"P00328442","5","14","0",755127,115
"P00328642","8","16","0",158381,28
"P00328742","1","17","0",1382169,107
"P00328842","5","0","0",102741,22
"P00328942","5","6","8",628717,95
"P00329042","8","0","0",6037,1
"P00329142","1","16","0",39166,3
"P00329242","5","14","0",1683229,275
"P00329342","5","0","0",1066046,190
"P00329442","5","8","0",2671755,402
"P00329542","1","15","16",9768045,686
"P00329642","8","14","0",1074012,173
"P00329742","6","16","0",1130630,79
"P00329842","5","0","0",7071,1
"P00329942","5","8","14",101346,18
"P00330042","5","0","0",60009,10
"P00330142","8","0","0",16149,2
"P00330242","5","0","0",1456259,264
"P00330342","5","11","16",1864865,323
"P00330442","5","14","0",1691360,254
"P00330542","5","8","0",92384,15
"P00330642","5","0","0",574296,90
"P00330742","7","0","0",279257,17
"P00330842","14","16","0",165515,15
"P00331042","5","8","0",3204545,463
"P00331142","5","0","0",267232,51
"P00331242","12","17","0",314719,232
"P00331342","8","16","0",857140,113
"P00331442","8","0","0",295052,39
"P00331542","5","8","0",993204,149
"P00331642","12","0","0",172298,128
"P00331742","11","0","0",413036,81
"P00331842","16","0","0",3222048,199
"P00331942","5","0","0",3291687,483
"P00332042","8","16","0",290098,49
"P00332142","8","14","0",431051,63
"P00332242","1","16","0",7028175,510
"P00332342","5","8","0",1111078,175
"P00332442","16","0","0",770370,63
"P00332542","8","0","0",82553,11
"P00332642","5","8","0",61794,12
"P00332742","1","11","0",47079,6
"P00332842","4","5","0",87026,68
"P00332942","5","8","0",804853,140
"P00333042","5","8","0",1090797,179
"P00333142","5","0","0",126774,20
"P00333242","8","0","0",115710,16
"P00333342","5","8","0",141616,24
"P00333442","8","0","0",35995,5
"P00333542","8","0","0",457734,68
"P00333642","11","15","0",103230,37
"P00333742","11","15","0",37198,16
"P00333842","11","15","0",14315,8
"P00333942","8","0","0",11727,2
"P00334042","1","11","15",2115212,150
"P00334142","8","0","0",172534,32
"P00334242","1","8","0",16856427,1058
"P00334342","8","0","0",182451,34
"P00334442","8","0","0",85777,13
"P00334542","8","0","0",28254,5
"P00334642","1","8","14",808570,73
"P00334742","2","17","0",153337,11
"P00334842","8","0","0",98324,15
"P00334942","11","0","0",81889,18
"P00335042","6","8","0",247495,20
"P00335142","5","0","0",220108,42
"P00335242","5","8","0",2085873,352
"P00335342","3","15","0",13689,2
"P00335442","1","15","0",1192484,183
"P00335542","8","0","0",711820,104
"P00335642","5","0","0",6883,1
